PEIMS DATA FOR SCHOOL YEAR 2019-2020,,,,,,,,,
NEW GRADE LEVEL CODES WERE INTRODUCED IN THE 2013-2014 SCHOOL YEAR.,,,,,,,,,
THESE CODES AS WELL AS SOME OF THE PREVIOUS YEARS' COMBINED GRADE CODES ARE REFLECTED IN SOME REPORTS.,,,,,,,,,
USERS WILL NEED TO LOOK AT ALL GRADE-LEVEL CATEGORIES TO DETERMINE ACCURATE TOTAL COUNTS.,,,,,,,,,
Region,County,District,District Name, Charter Status,Staff_Category,Staff,FTE Count,Total Base Pay,Average Base Pay
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SOCIAL WORKER,2.6,172853,66482
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,5,308602,61720
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TEACHER FACILITATOR,4,254947,63737
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TOTAL SUPPORT STAFF,43.66,2887035,66119
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,8.14,638517,78414
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,1,145091,145091
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1,154055,154055
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,1,91630,91630
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,1.65,180490,109229
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,PRINCIPAL,3.94,443935,112794
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1,225000,225000
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,17.73,1878718,105956
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD, ,TOTAL PROFESSIONAL STAFF,414.42,25559746,61676
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,77.7,2060574,26520
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,77.7,2060574,26520
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,BUSNESS/FINANCE CLERICAL,1,51722,51722
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,17.09,582790,34101
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,4.91,231267,47059
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,CUSTODIAL,36,1040959,28916
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,ELECTRICIAN,1,48817,48817
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,HUMAN RESOURCES (CRT-HR SPECIA,1.97,96275,48923
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,HVAC,5,236977,47395
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,INFORMATION TECHNOLOGY TECHNIC,5.89,321032,54477
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,MAINTENANCE,17,657284,38664
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,1,68622,68622
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,PLUMBER,2,95338,47669
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,TRANSPORTATION,32.19,827880,25716
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD, ,TOTAL AUXILIARY STAFF,125.06,4258963,34056
20,BEXAR COUNTY,15901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD, ,TOTAL PERSONNEL,617.17,31879283,51654
20,BEXAR COUNTY,15834,BASIS TEXAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,1,72000,72000
20,BEXAR COUNTY,15834,BASIS TEXAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1,102000,102000
20,BEXAR COUNTY,15834,BASIS TEXAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,2,174000,87000
20,BEXAR COUNTY,15834,BASIS TEXAS,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,2,174000,87000
20,BEXAR COUNTY,15834,BASIS TEXAS,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,2,174000,87000
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,5,174426,34878
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,4,157344,39330
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),0.98,36643,37402
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,3,122673,40891
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,2.89,108395,37525
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,3.71,139162,37534
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,1.15,45127,39330
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,2.15,81177,37808
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,3.57,133984,37518
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,1.84,72907,39544
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,1.92,73431,38273
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,1.24,49143,39712
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,0.56,22934,41130
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,32,1217346,38041
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,2,43842,21921
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COUNSELOR,0.5,20600,41200
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,CUSTODIAL,2,43680,21840
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,FOOD SERVICE PROFESSIONAL,1,33922,33922
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TEACHER FACILITATOR,3.5,154483,44138
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TRUANT OFF/VISIT TEACHER,0.5,20600,41200
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,9.5,317127,33382
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,1,37835,37835
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,1,47000,47000
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,REGISTRAR,1,31824,31824
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1,85000,85000
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,4,201659,50415
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,45.5,1736132,38156
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,9,196880,21876
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,9,196880,21876
20,BEXAR COUNTY,15809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,54.5,1933012,35468
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,4.24,238496,56276
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,11.66,650742,55824
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),2.79,154161,55332
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),3.29,188869,57454
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,10.97,636206,57995
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,9.36,524599,56019
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,9.66,535083,55419
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,8.5,485229,57107
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,4.42,234908,53174
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,8.33,469315,56340
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,6.67,371476,55674
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,7.05,433806,61535
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,32.82,1938045,59046
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,119.75,6860935,57295
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COUNSELOR,3.64,218789,60059
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,FOOD SERVICE PROFESSIONAL,1,54312,54312
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,0.52,36680,70000
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LSSP/PSYCHOLOGIST,1,80000,80000
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,13.83,883476,63894
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,RESEARCH/EVALUATN PROFESSIONAL,2.45,129049,52622
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL NURSE,1,50000,50000
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SOCIAL WORKER,1,62500,62500
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,1,60500,60500
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TEACHER FACILITATOR,1.96,140672,71738
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,27.41,1715978,62610
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,4.5,373750,83056
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,0.5,46250,92500
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,3,275000,91667
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,0.05,7378,155000
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,8.05,702378,87278
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,155.2,9279291,59788
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,45.52,1215221,26694
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,45.52,1215221,26694
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,12,375715,31310
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS TECHNOLOGY SPECIALIST,2,76000,38000
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,2,88000,44000
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CHILD NUTRITION,5,138000,27600
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CUSTODIAL,3,85500,28500
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,MAINTENANCE,9.69,319296,32952
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,4.45,112885,25367
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,SAFETY/SECURITY,9.25,265648,28729
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,TRANSPORTATION,1.45,63700,43931
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,48.84,1524744,31221
20,BEXAR COUNTY,15830,BROOKS ACADEMIES OF TEXAS,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,249.56,12019256,48161
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),0.29,15121,52503
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),1.68,88620,52829
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,0.19,11350,60501
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,3.92,211699,54026
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,2.1,121934,58144
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,1.51,79721,52893
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,8.34,446642,53542
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,18.02,975087,54118
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,COUNSELOR,1,56100,56100
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,DEPARTMENT HEAD,2,191500,95750
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,INSTRUCT MATERIALS COORDINATOR,1,59750,59750
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,1.54,91597,59367
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR LEA EXEMPT PROFESSNAL AUX,0.58,55541,95382
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,6.13,454488,74200
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,3.22,218919,67890
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1,125000,125000
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIR -PERSONNEL/HUMAN RESOURCES,0.23,15747,68495
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,1.79,149742,83856
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,5,468000,93600
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1,150000,150000
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,12.24,1127408,92107
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,36.38,2556983,70279
20,BEXAR COUNTY,15838,COMPASS ROSE ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,3,131449,43816
